Entity,Code,Date,Deaths,Confirmed
Afghanistan,AFG,"Dec 31, 2019",0,0
Afghanistan,AFG,"Jan 1, 2020",0,0
Afghanistan,AFG,"Jan 2, 2020",0,0
Afghanistan,AFG,"Jan 3, 2020",0,0
Afghanistan,AFG,"Jan 4, 2020",0,0
Afghanistan,AFG,"Jan 5, 2020",0,0
Afghanistan,AFG,"Jan 6, 2020",0,0
Afghanistan,AFG,"Jan 7, 2020",0,0
Afghanistan,AFG,"Jan 8, 2020",0,0
Afghanistan,AFG,"Jan 9, 2020",0,0
Afghanistan,AFG,"Jan 10, 2020",0,0
Afghanistan,AFG,"Jan 11, 2020",0,0
Afghanistan,AFG,"Jan 12, 2020",0,0
Afghanistan,AFG,"Jan 13, 2020",0,0
Afghanistan,AFG,"Jan 14, 2020",0,0
Afghanistan,AFG,"Jan 15, 2020",0,0
Afghanistan,AFG,"Jan 16, 2020",0,0
Afghanistan,AFG,"Jan 17, 2020",0,0
Afghanistan,AFG,"Jan 18, 2020",0,0
Afghanistan,AFG,"Jan 19, 2020",0,0
Afghanistan,AFG,"Jan 20, 2020",0,0
Afghanistan,AFG,"Jan 21, 2020",0,0
Afghanistan,AFG,"Jan 22, 2020",0,0
Afghanistan,AFG,"Jan 23, 2020",0,0
Afghanistan,AFG,"Jan 24, 2020",0,0
Afghanistan,AFG,"Jan 25, 2020",0,0
Afghanistan,AFG,"Jan 26, 2020",0,0
Afghanistan,AFG,"Jan 27, 2020",0,0
Afghanistan,AFG,"Jan 28, 2020",0,0
Afghanistan,AFG,"Jan 29, 2020",0,0
Afghanistan,AFG,"Jan 30, 2020",0,0
Afghanistan,AFG,"Jan 31, 2020",0,0
Afghanistan,AFG,"Feb 1, 2020",0,0
Afghanistan,AFG,"Feb 2, 2020",0,0
Afghanistan,AFG,"Feb 3, 2020",0,0
Afghanistan,AFG,"Feb 4, 2020",0,0
Afghanistan,AFG,"Feb 5, 2020",0,0
Afghanistan,AFG,"Feb 6, 2020",0,0
Afghanistan,AFG,"Feb 7, 2020",0,0
Afghanistan,AFG,"Feb 8, 2020",0,0
Afghanistan,AFG,"Feb 9, 2020",0,0
Afghanistan,AFG,"Feb 10, 2020",0,0
Afghanistan,AFG,"Feb 11, 2020",0,0
Afghanistan,AFG,"Feb 12, 2020",0,0
Afghanistan,AFG,"Feb 13, 2020",0,0
Afghanistan,AFG,"Feb 14, 2020",0,0
Afghanistan,AFG,"Feb 15, 2020",0,0
Afghanistan,AFG,"Feb 16, 2020",0,0
Afghanistan,AFG,"Feb 17, 2020",0,0
Afghanistan,AFG,"Feb 18, 2020",0,0
Afghanistan,AFG,"Feb 19, 2020",0,0
Afghanistan,AFG,"Feb 20, 2020",0,0
Afghanistan,AFG,"Feb 21, 2020",0,0
Afghanistan,AFG,"Feb 22, 2020",0,0
Afghanistan,AFG,"Feb 23, 2020",0,0
Afghanistan,AFG,"Feb 24, 2020",0,0
Afghanistan,AFG,"Feb 25, 2020",0,1
Afghanistan,AFG,"Feb 26, 2020",0,1
Afghanistan,AFG,"Feb 27, 2020",0,1
Afghanistan,AFG,"Feb 28, 2020",0,1
Afghanistan,AFG,"Feb 29, 2020",0,1
Afghanistan,AFG,"Mar 1, 2020",0,1
Afghanistan,AFG,"Mar 2, 2020",0,1
Afghanistan,AFG,"Mar 8, 2020",0,4
Afghanistan,AFG,"Mar 11, 2020",0,7
Afghanistan,AFG,"Mar 15, 2020",0,10
Afghanistan,AFG,"Mar 16, 2020",0,16
Afghanistan,AFG,"Mar 17, 2020",0,21
Afghanistan,AFG,"Mar 18, 2020",0,22
Afghanistan,AFG,"Mar 19, 2020",0,22
Afghanistan,AFG,"Mar 20, 2020",0,22
Afghanistan,AFG,"Mar 21, 2020",0,24
Afghanistan,AFG,"Mar 22, 2020",0,24
Afghanistan,AFG,"Mar 23, 2020",0,34
Afghanistan,AFG,"Mar 24, 2020",1,40
Afghanistan,AFG,"Mar 25, 2020",1,42
Afghanistan,AFG,"Mar 26, 2020",1,75
Afghanistan,AFG,"Mar 27, 2020",1,75
Afghanistan,AFG,"Mar 28, 2020",2,91
Afghanistan,AFG,"Mar 29, 2020",3,106
Afghanistan,AFG,"Mar 30, 2020",4,114
Afghanistan,AFG,"Mar 31, 2020",4,141
Afghanistan,AFG,"Apr 1, 2020",4,166
Afghanistan,AFG,"Apr 2, 2020",4,192
Afghanistan,AFG,"Apr 3, 2020",4,235
Afghanistan,AFG,"Apr 4, 2020",4,235
Afghanistan,AFG,"Apr 5, 2020",5,270
Afghanistan,AFG,"Apr 6, 2020",7,299
Afghanistan,AFG,"Apr 7, 2020",7,337
Afghanistan,AFG,"Apr 8, 2020",11,367
Afghanistan,AFG,"Apr 9, 2020",14,423
Africa,,"Dec 31, 2019",0,0
Africa,,"Jan 1, 2020",0,0
Africa,,"Jan 2, 2020",0,0
Africa,,"Jan 3, 2020",0,0
Africa,,"Jan 4, 2020",0,0
Africa,,"Jan 5, 2020",0,0
Africa,,"Jan 6, 2020",0,0
Africa,,"Jan 7, 2020",0,0
Africa,,"Jan 8, 2020",0,0
Africa,,"Jan 9, 2020",0,0
Africa,,"Jan 10, 2020",0,0
Africa,,"Jan 11, 2020",0,0
Africa,,"Jan 12, 2020",0,0
Africa,,"Jan 13, 2020",0,0
Africa,,"Jan 14, 2020",0,0
Africa,,"Jan 15, 2020",0,0
Africa,,"Jan 16, 2020",0,0
Africa,,"Jan 17, 2020",0,0
Africa,,"Jan 18, 2020",0,0
Africa,,"Jan 19, 2020",0,0
Africa,,"Jan 20, 2020",0,0
Africa,,"Jan 21, 2020",0,0
Africa,,"Jan 22, 2020",0,0
Africa,,"Jan 23, 2020",0,0
Africa,,"Jan 24, 2020",0,0
Africa,,"Jan 25, 2020",0,0
Africa,,"Jan 26, 2020",0,0
Africa,,"Jan 27, 2020",0,0
Africa,,"Jan 28, 2020",0,0
Africa,,"Jan 29, 2020",0,0
Africa,,"Jan 30, 2020",0,0
Africa,,"Jan 31, 2020",0,0
Africa,,"Feb 1, 2020",0,0
Africa,,"Feb 2, 2020",0,0
Africa,,"Feb 3, 2020",0,0
Africa,,"Feb 4, 2020",0,0
Africa,,"Feb 5, 2020",0,0
Africa,,"Feb 6, 2020",0,0
Africa,,"Feb 7, 2020",0,0
Africa,,"Feb 8, 2020",0,0
Africa,,"Feb 9, 2020",0,0
Africa,,"Feb 10, 2020",0,0
Africa,,"Feb 11, 2020",0,0
Africa,,"Feb 12, 2020",0,0
Africa,,"Feb 13, 2020",0,0
Africa,,"Feb 14, 2020",0,0
Africa,,"Feb 15, 2020",0,1
Africa,,"Feb 16, 2020",0,1
Africa,,"Feb 17, 2020",0,1
Africa,,"Feb 18, 2020",0,1
Africa,,"Feb 19, 2020",0,1
Africa,,"Feb 20, 2020",0,1
Africa,,"Feb 21, 2020",0,1
Africa,,"Feb 22, 2020",0,1
Africa,,"Feb 23, 2020",0,1
Africa,,"Feb 24, 2020",0,1
Africa,,"Feb 25, 2020",0,1
Africa,,"Feb 26, 2020",0,2
Africa,,"Feb 27, 2020",0,2
Africa,,"Feb 28, 2020",0,3
Africa,,"Feb 29, 2020",0,3
Africa,,"Mar 1, 2020",0,3
Africa,,"Mar 2, 2020",0,6
Africa,,"Mar 3, 2020",0,9
Africa,,"Mar 4, 2020",0,11
Africa,,"Mar 5, 2020",0,20
Africa,,"Mar 6, 2020",0,29
Africa,,"Mar 7, 2020",0,43
Africa,,"Mar 8, 2020",0,44
Africa,,"Mar 9, 2020",1,83
Africa,,"Mar 10, 2020",1,95
Africa,,"Mar 11, 2020",1,105
Africa,,"Mar 12, 2020",2,118
Africa,,"Mar 13, 2020",4,158
Africa,,"Mar 14, 2020",5,202
Africa,,"Mar 15, 2020",6,239
Africa,,"Mar 16, 2020",8,324
Africa,,"Mar 17, 2020",8,404
Africa,,"Mar 18, 2020",12,494
Africa,,"Mar 19, 2020",16,634
Africa,,"Mar 20, 2020",17,736
Africa,,"Mar 21, 2020",24,967
Africa,,"Mar 22, 2020",30,1131
Africa,,"Mar 23, 2020",42,1290
Africa,,"Mar 24, 2020",52,1697
Africa,,"Mar 25, 2020",62,2170
Africa,,"Mar 26, 2020",68,2652
Africa,,"Mar 27, 2020",80,3216
Africa,,"Mar 28, 2020",98,3700
Africa,,"Mar 29, 2020",121,4079
Africa,,"Mar 30, 2020",141,4572
Africa,,"Mar 31, 2020",162,5064
Africa,,"Apr 1, 2020",180,5494
Africa,,"Apr 2, 2020",224,6248
Africa,,"Apr 3, 2020",251,6744
Africa,,"Apr 4, 2020",283,7323
Africa,,"Apr 5, 2020",379,8489
Africa,,"Apr 6, 2020",434,9175
Africa,,"Apr 7, 2020",477,9803
Africa,,"Apr 8, 2020",523,10525
Africa,,"Apr 9, 2020",573,11447
Albania,ALB,"Mar 9, 2020",0,2
Albania,ALB,"Mar 10, 2020",0,6
Albania,ALB,"Mar 11, 2020",0,10
Albania,ALB,"Mar 12, 2020",1,11
Albania,ALB,"Mar 13, 2020",1,23
Albania,ALB,"Mar 14, 2020",1,33
Albania,ALB,"Mar 15, 2020",1,38
Albania,ALB,"Mar 16, 2020",1,42
Albania,ALB,"Mar 17, 2020",1,51
Albania,ALB,"Mar 18, 2020",1,55
Albania,ALB,"Mar 19, 2020",2,59
Albania,ALB,"Mar 20, 2020",2,70
Albania,ALB,"Mar 21, 2020",2,70
Albania,ALB,"Mar 22, 2020",2,76
Albania,ALB,"Mar 23, 2020",2,89
Albania,ALB,"Mar 24, 2020",4,100
Albania,ALB,"Mar 25, 2020",5,123
Albania,ALB,"Mar 26, 2020",5,146
Albania,ALB,"Mar 27, 2020",6,174
Albania,ALB,"Mar 28, 2020",9,186
Albania,ALB,"Mar 29, 2020",10,197
Albania,ALB,"Mar 30, 2020",10,212
Albania,ALB,"Mar 31, 2020",12,223
Albania,ALB,"Apr 1, 2020",15,243
Albania,ALB,"Apr 2, 2020",15,259
Albania,ALB,"Apr 3, 2020",16,277
Albania,ALB,"Apr 4, 2020",17,304
Albania,ALB,"Apr 5, 2020",19,333
Albania,ALB,"Apr 6, 2020",21,361
Albania,ALB,"Apr 7, 2020",22,377
Albania,ALB,"Apr 8, 2020",22,383
Albania,ALB,"Apr 9, 2020",22,400
Algeria,DZA,"Dec 31, 2019",0,0
Algeria,DZA,"Jan 1, 2020",0,0
Algeria,DZA,"Jan 2, 2020",0,0
Algeria,DZA,"Jan 3, 2020",0,0
Algeria,DZA,"Jan 4, 2020",0,0
Algeria,DZA,"Jan 5, 2020",0,0
Algeria,DZA,"Jan 6, 2020",0,0
Algeria,DZA,"Jan 7, 2020",0,0
Algeria,DZA,"Jan 8, 2020",0,0
Algeria,DZA,"Jan 9, 2020",0,0
Algeria,DZA,"Jan 10, 2020",0,0
Algeria,DZA,"Jan 11, 2020",0,0
Algeria,DZA,"Jan 12, 2020",0,0
Algeria,DZA,"Jan 13, 2020",0,0
Algeria,DZA,"Jan 14, 2020",0,0
Algeria,DZA,"Jan 15, 2020",0,0
Algeria,DZA,"Jan 16, 2020",0,0
Algeria,DZA,"Jan 17, 2020",0,0
Algeria,DZA,"Jan 18, 2020",0,0
Algeria,DZA,"Jan 19, 2020",0,0
Algeria,DZA,"Jan 20, 2020",0,0
Algeria,DZA,"Jan 21, 2020",0,0
Algeria,DZA,"Jan 22, 2020",0,0
Algeria,DZA,"Jan 23, 2020",0,0
Algeria,DZA,"Jan 24, 2020",0,0
Algeria,DZA,"Jan 25, 2020",0,0
Algeria,DZA,"Jan 26, 2020",0,0
Algeria,DZA,"Jan 27, 2020",0,0
Algeria,DZA,"Jan 28, 2020",0,0
Algeria,DZA,"Jan 29, 2020",0,0
Algeria,DZA,"Jan 30, 2020",0,0
Algeria,DZA,"Jan 31, 2020",0,0
Algeria,DZA,"Feb 1, 2020",0,0
Algeria,DZA,"Feb 2, 2020",0,0
Algeria,DZA,"Feb 3, 2020",0,0
Algeria,DZA,"Feb 4, 2020",0,0
Algeria,DZA,"Feb 5, 2020",0,0
Algeria,DZA,"Feb 6, 2020",0,0
Algeria,DZA,"Feb 7, 2020",0,0
Algeria,DZA,"Feb 8, 2020",0,0
Algeria,DZA,"Feb 9, 2020",0,0
Algeria,DZA,"Feb 10, 2020",0,0
Algeria,DZA,"Feb 11, 2020",0,0
Algeria,DZA,"Feb 12, 2020",0,0
Algeria,DZA,"Feb 13, 2020",0,0
Algeria,DZA,"Feb 14, 2020",0,0
Algeria,DZA,"Feb 15, 2020",0,0
Algeria,DZA,"Feb 16, 2020",0,0
Algeria,DZA,"Feb 17, 2020",0,0
Algeria,DZA,"Feb 18, 2020",0,0
Algeria,DZA,"Feb 19, 2020",0,0
Algeria,DZA,"Feb 20, 2020",0,0
Algeria,DZA,"Feb 21, 2020",0,0
Algeria,DZA,"Feb 22, 2020",0,0
Algeria,DZA,"Feb 23, 2020",0,0
Algeria,DZA,"Feb 24, 2020",0,0
Algeria,DZA,"Feb 25, 2020",0,0
Algeria,DZA,"Feb 26, 2020",0,1
Algeria,DZA,"Feb 27, 2020",0,1
Algeria,DZA,"Feb 28, 2020",0,1
Algeria,DZA,"Feb 29, 2020",0,1
Algeria,DZA,"Mar 1, 2020",0,1
Algeria,DZA,"Mar 2, 2020",0,3
Algeria,DZA,"Mar 4, 2020",0,5
Algeria,DZA,"Mar 5, 2020",0,12
Algeria,DZA,"Mar 6, 2020",0,17
Algeria,DZA,"Mar 9, 2020",0,20
Algeria,DZA,"Mar 12, 2020",0,20
Algeria,DZA,"Mar 13, 2020",1,24
Algeria,DZA,"Mar 14, 2020",2,26
Algeria,DZA,"Mar 15, 2020",2,37
Algeria,DZA,"Mar 16, 2020",4,48
Algeria,DZA,"Mar 17, 2020",4,60
Algeria,DZA,"Mar 18, 2020",5,60
Algeria,DZA,"Mar 19, 2020",6,73
Algeria,DZA,"Mar 20, 2020",7,82
Algeria,DZA,"Mar 21, 2020",10,94
Algeria,DZA,"Mar 22, 2020",10,94
Algeria,DZA,"Mar 23, 2020",15,102
Algeria,DZA,"Mar 24, 2020",17,189
Algeria,DZA,"Mar 25, 2020",17,231
Algeria,DZA,"Mar 26, 2020",17,264
Algeria,DZA,"Mar 27, 2020",21,305
Algeria,DZA,"Mar 28, 2020",21,305
Algeria,DZA,"Mar 29, 2020",26,409
Algeria,DZA,"Mar 30, 2020",29,454
Algeria,DZA,"Mar 31, 2020",31,511
Algeria,DZA,"Apr 1, 2020",35,584
Algeria,DZA,"Apr 2, 2020",58,847
Algeria,DZA,"Apr 3, 2020",58,847
Algeria,DZA,"Apr 4, 2020",83,986
Algeria,DZA,"Apr 5, 2020",130,1300
Algeria,DZA,"Apr 6, 2020",152,1320
Algeria,DZA,"Apr 7, 2020",173,1423
Algeria,DZA,"Apr 8, 2020",194,1468
Algeria,DZA,"Apr 9, 2020",205,1572
Andorra,AND,"Mar 3, 2020",0,1
Andorra,AND,"Mar 14, 2020",0,2
Andorra,AND,"Mar 16, 2020",0,5
Andorra,AND,"Mar 17, 2020",0,14
Andorra,AND,"Mar 18, 2020",0,14
Andorra,AND,"Mar 19, 2020",0,53
Andorra,AND,"Mar 20, 2020",0,75
Andorra,AND,"Mar 21, 2020",0,75
Andorra,AND,"Mar 22, 2020",0,88
Andorra,AND,"Mar 23, 2020",0,113
Andorra,AND,"Mar 24, 2020",0,133
Andorra,AND,"Mar 25, 2020",0,164
Andorra,AND,"Mar 26, 2020",0,188
Andorra,AND,"Mar 27, 2020",3,224
Andorra,AND,"Mar 28, 2020",3,267
Andorra,AND,"Mar 29, 2020",4,308
Andorra,AND,"Mar 30, 2020",6,334
Andorra,AND,"Mar 31, 2020",8,370
Andorra,AND,"Apr 1, 2020",12,376
Andorra,AND,"Apr 2, 2020",14,390
Andorra,AND,"Apr 3, 2020",15,428
Andorra,AND,"Apr 4, 2020",16,439
Andorra,AND,"Apr 5, 2020",17,466
Andorra,AND,"Apr 6, 2020",18,501
Andorra,AND,"Apr 7, 2020",21,526
Andorra,AND,"Apr 8, 2020",22,545
Andorra,AND,"Apr 9, 2020",23,564
Angola,AGO,"Mar 22, 2020",0,2
Angola,AGO,"Mar 23, 2020",0,2
Angola,AGO,"Mar 24, 2020",0,2
Angola,AGO,"Mar 25, 2020",0,2
Angola,AGO,"Mar 26, 2020",0,2
Angola,AGO,"Mar 27, 2020",0,3
Angola,AGO,"Mar 28, 2020",0,4
Angola,AGO,"Mar 29, 2020",0,4
Angola,AGO,"Mar 30, 2020",2,7
Angola,AGO,"Mar 31, 2020",2,7
Angola,AGO,"Apr 1, 2020",2,7
Angola,AGO,"Apr 2, 2020",2,8
Angola,AGO,"Apr 3, 2020",2,8
Angola,AGO,"Apr 4, 2020",2,8
Angola,AGO,"Apr 5, 2020",2,10
Angola,AGO,"Apr 6, 2020",2,14
Angola,AGO,"Apr 7, 2020",2,16
Angola,AGO,"Apr 8, 2020",2,17
Angola,AGO,"Apr 9, 2020",2,19
Anguilla,AIA,"Mar 27, 2020",0,2
Anguilla,AIA,"Mar 28, 2020",0,2
Anguilla,AIA,"Mar 29, 2020",0,2
Anguilla,AIA,"Mar 30, 2020",0,2
Anguilla,AIA,"Mar 31, 2020",0,2
Anguilla,AIA,"Apr 1, 2020",0,2
Anguilla,AIA,"Apr 2, 2020",0,2
Anguilla,AIA,"Apr 3, 2020",0,3
Anguilla,AIA,"Apr 4, 2020",0,3
Anguilla,AIA,"Apr 5, 2020",0,3
Anguilla,AIA,"Apr 6, 2020",0,3
Anguilla,AIA,"Apr 7, 2020",0,3
Anguilla,AIA,"Apr 8, 2020",0,3
Anguilla,AIA,"Apr 9, 2020",0,3
Antigua and Barbuda,ATG,"Mar 15, 2020",0,1
Antigua and Barbuda,ATG,"Mar 21, 2020",0,1
Antigua and Barbuda,ATG,"Mar 22, 2020",0,1
Antigua and Barbuda,ATG,"Mar 23, 2020",0,1
Antigua and Barbuda,ATG,"Mar 24, 2020",0,1
Antigua and Barbuda,ATG,"Mar 25, 2020",0,3
Antigua and Barbuda,ATG,"Mar 26, 2020",0,3
Antigua and Barbuda,ATG,"Mar 27, 2020",0,7
Antigua and Barbuda,ATG,"Mar 28, 2020",0,7
Antigua and Barbuda,ATG,"Mar 29, 2020",0,7
Antigua and Barbuda,ATG,"Mar 30, 2020",0,7
Antigua and Barbuda,ATG,"Mar 31, 2020",0,7
Antigua and Barbuda,ATG,"Apr 1, 2020",0,7
Antigua and Barbuda,ATG,"Apr 2, 2020",0,7
Antigua and Barbuda,ATG,"Apr 3, 2020",0,9
Antigua and Barbuda,ATG,"Apr 4, 2020",0,15
Antigua and Barbuda,ATG,"Apr 5, 2020",0,15
Antigua and Barbuda,ATG,"Apr 6, 2020",0,15
Antigua and Barbuda,ATG,"Apr 7, 2020",0,15
Antigua and Barbuda,ATG,"Apr 8, 2020",0,15
Antigua and Barbuda,ATG,"Apr 9, 2020",0,15
Argentina,ARG,"Mar 4, 2020",0,1
Argentina,ARG,"Mar 6, 2020",0,2
Argentina,ARG,"Mar 7, 2020",0,8
Argentina,ARG,"Mar 8, 2020",1,9
Argentina,ARG,"Mar 9, 2020",1,12
Argentina,ARG,"Mar 11, 2020",1,19
Argentina,ARG,"Mar 13, 2020",1,31
Argentina,ARG,"Mar 14, 2020",2,34
Argentina,ARG,"Mar 15, 2020",2,45
Argentina,ARG,"Mar 16, 2020",2,56
Argentina,ARG,"Mar 17, 2020",2,65
Argentina,ARG,"Mar 18, 2020",2,79
Argentina,ARG,"Mar 19, 2020",2,97
Argentina,ARG,"Mar 20, 2020",3,128
Argentina,ARG,"Mar 21, 2020",3,158
Argentina,ARG,"Mar 22, 2020",4,225
Argentina,ARG,"Mar 23, 2020",4,266
Argentina,ARG,"Mar 24, 2020",4,301
Argentina,ARG,"Mar 25, 2020",6,387
Argentina,ARG,"Mar 26, 2020",8,502
Argentina,ARG,"Mar 27, 2020",12,589
Argentina,ARG,"Mar 28, 2020",17,690
Argentina,ARG,"Mar 29, 2020",19,745
Argentina,ARG,"Mar 30, 2020",20,820
Argentina,ARG,"Mar 31, 2020",24,966
Argentina,ARG,"Apr 1, 2020",24,966
Argentina,ARG,"Apr 2, 2020",31,1133
Argentina,ARG,"Apr 3, 2020",34,1133
Argentina,ARG,"Apr 4, 2020",37,1265
Argentina,ARG,"Apr 5, 2020",43,1451
Argentina,ARG,"Apr 6, 2020",46,1554
Argentina,ARG,"Apr 7, 2020",53,1628
Argentina,ARG,"Apr 8, 2020",60,1715
Argentina,ARG,"Apr 9, 2020",65,1795
Armenia,ARM,"Dec 31, 2019",0,0
Armenia,ARM,"Jan 1, 2020",0,0
Armenia,ARM,"Jan 2, 2020",0,0
Armenia,ARM,"Jan 3, 2020",0,0
Armenia,ARM,"Jan 4, 2020",0,0
Armenia,ARM,"Jan 5, 2020",0,0
Armenia,ARM,"Jan 6, 2020",0,0
Armenia,ARM,"Jan 7, 2020",0,0
Armenia,ARM,"Jan 8, 2020",0,0
Armenia,ARM,"Jan 9, 2020",0,0
Armenia,ARM,"Jan 10, 2020",0,0
Armenia,ARM,"Jan 11, 2020",0,0
Armenia,ARM,"Jan 12, 2020",0,0
Armenia,ARM,"Jan 13, 2020",0,0
Armenia,ARM,"Jan 14, 2020",0,0
Armenia,ARM,"Jan 15, 2020",0,0
Armenia,ARM,"Jan 16, 2020",0,0
Armenia,ARM,"Jan 17, 2020",0,0
Armenia,ARM,"Jan 18, 2020",0,0
Armenia,ARM,"Jan 19, 2020",0,0
Armenia,ARM,"Jan 20, 2020",0,0
Armenia,ARM,"Jan 21, 2020",0,0
Armenia,ARM,"Jan 22, 2020",0,0
Armenia,ARM,"Jan 23, 2020",0,0
Armenia,ARM,"Jan 24, 2020",0,0
Armenia,ARM,"Jan 25, 2020",0,0
Armenia,ARM,"Jan 26, 2020",0,0
Armenia,ARM,"Jan 27, 2020",0,0
Armenia,ARM,"Jan 28, 2020",0,0
Armenia,ARM,"Jan 29, 2020",0,0
Armenia,ARM,"Jan 30, 2020",0,0
Armenia,ARM,"Jan 31, 2020",0,0
Armenia,ARM,"Feb 1, 2020",0,0
Armenia,ARM,"Feb 2, 2020",0,0
Armenia,ARM,"Feb 3, 2020",0,0
Armenia,ARM,"Feb 4, 2020",0,0
Armenia,ARM,"Feb 5, 2020",0,0
Armenia,ARM,"Feb 6, 2020",0,0
Armenia,ARM,"Feb 7, 2020",0,0
Armenia,ARM,"Feb 8, 2020",0,0
Armenia,ARM,"Feb 9, 2020",0,0
Armenia,ARM,"Feb 10, 2020",0,0
Armenia,ARM,"Feb 11, 2020",0,0
Armenia,ARM,"Feb 12, 2020",0,0
Armenia,ARM,"Feb 13, 2020",0,0
Armenia,ARM,"Feb 14, 2020",0,0
Armenia,ARM,"Feb 15, 2020",0,0
Armenia,ARM,"Feb 16, 2020",0,0
Armenia,ARM,"Feb 17, 2020",0,0
Armenia,ARM,"Feb 18, 2020",0,0
Armenia,ARM,"Feb 19, 2020",0,0
Armenia,ARM,"Feb 20, 2020",0,0
Armenia,ARM,"Feb 21, 2020",0,0
Armenia,ARM,"Feb 22, 2020",0,0
Armenia,ARM,"Feb 23, 2020",0,0
Armenia,ARM,"Feb 24, 2020",0,0
Armenia,ARM,"Feb 25, 2020",0,0
Armenia,ARM,"Feb 26, 2020",0,0
Armenia,ARM,"Feb 27, 2020",0,0
Armenia,ARM,"Feb 28, 2020",0,0
Armenia,ARM,"Feb 29, 2020",0,0
Armenia,ARM,"Mar 1, 2020",0,1
Armenia,ARM,"Mar 2, 2020",0,1
Armenia,ARM,"Mar 12, 2020",0,4
Armenia,ARM,"Mar 13, 2020",0,6
Armenia,ARM,"Mar 14, 2020",0,13
Armenia,ARM,"Mar 15, 2020",0,20
Armenia,ARM,"Mar 16, 2020",0,30
Armenia,ARM,"Mar 17, 2020",0,52
Armenia,ARM,"Mar 18, 2020",0,78
Armenia,ARM,"Mar 19, 2020",0,115
Armenia,ARM,"Mar 20, 2020",0,122
Armenia,ARM,"Mar 21, 2020",0,136
Armenia,ARM,"Mar 22, 2020",0,160
Armenia,ARM,"Mar 23, 2020",0,190
Armenia,ARM,"Mar 24, 2020",0,194
Armenia,ARM,"Mar 25, 2020",0,265
Armenia,ARM,"Mar 26, 2020",0,290
Armenia,ARM,"Mar 27, 2020",1,329
Armenia,ARM,"Mar 28, 2020",1,372
Armenia,ARM,"Mar 29, 2020",3,424
Armenia,ARM,"Mar 30, 2020",3,424
Armenia,ARM,"Mar 31, 2020",3,482
Armenia,ARM,"Apr 1, 2020",3,532
Armenia,ARM,"Apr 2, 2020",3,571
Armenia,ARM,"Apr 3, 2020",4,663
Armenia,ARM,"Apr 4, 2020",7,736
Armenia,ARM,"Apr 5, 2020",7,770
Armenia,ARM,"Apr 6, 2020",7,822
Armenia,ARM,"Apr 7, 2020",8,833
Armenia,ARM,"Apr 8, 2020",8,853
Armenia,ARM,"Apr 9, 2020",9,881
Aruba,ABW,"Mar 13, 2020",0,2
Aruba,ABW,"Mar 20, 2020",0,4
Aruba,ABW,"Mar 24, 2020",0,12
Aruba,ABW,"Mar 25, 2020",0,17
Aruba,ABW,"Mar 26, 2020",0,19
Aruba,ABW,"Mar 27, 2020",0,28
Aruba,ABW,"Mar 28, 2020",0,28
Aruba,ABW,"Mar 29, 2020",0,28
Aruba,ABW,"Mar 30, 2020",0,50
Aruba,ABW,"Apr 1, 2020",0,55
Aruba,ABW,"Apr 2, 2020",0,55
Aruba,ABW,"Apr 3, 2020",0,60
Aruba,ABW,"Apr 4, 2020",0,62
Aruba,ABW,"Apr 5, 2020",0,64
Aruba,ABW,"Apr 6, 2020",0,64
Aruba,ABW,"Apr 7, 2020",0,71
Aruba,ABW,"Apr 8, 2020",0,74
Aruba,ABW,"Apr 9, 2020",0,77
Asia,,"Dec 31, 2019",0,27
Asia,,"Jan 1, 2020",0,27
Asia,,"Jan 2, 2020",0,27
Asia,,"Jan 3, 2020",0,44
Asia,,"Jan 4, 2020",0,44
Asia,,"Jan 5, 2020",0,59
Asia,,"Jan 6, 2020",0,59
Asia,,"Jan 7, 2020",0,59
Asia,,"Jan 8, 2020",0,59
Asia,,"Jan 9, 2020",0,59
Asia,,"Jan 10, 2020",0,59
Asia,,"Jan 11, 2020",1,59
Asia,,"Jan 12, 2020",1,59
Asia,,"Jan 13, 2020",1,60
Asia,,"Jan 14, 2020",1,60
Asia,,"Jan 15, 2020",2,61
Asia,,"Jan 16, 2020",2,61
Asia,,"Jan 17, 2020",2,66
Asia,,"Jan 18, 2020",2,83
Asia,,"Jan 19, 2020",3,219
Asia,,"Jan 20, 2020",3,239
Asia,,"Jan 21, 2020",6,391
Asia,,"Jan 22, 2020",17,533
Asia,,"Jan 23, 2020",17,630
Asia,,"Jan 24, 2020",26,896
Asia,,"Jan 25, 2020",41,1344
Asia,,"Jan 26, 2020",56,2013
Asia,,"Jan 27, 2020",81,2807
Asia,,"Jan 28, 2020",106,4572
Asia,,"Jan 29, 2020",132,6047
Asia,,"Jan 30, 2020",170,7799
Asia,,"Jan 31, 2020",213,9793
Asia,,"Feb 1, 2020",259,11903
Asia,,"Feb 2, 2020",305,14507
Asia,,"Feb 3, 2020",362,17321
Asia,,"Feb 4, 2020",427,20561
Asia,,"Feb 5, 2020",493,24456
Asia,,"Feb 6, 2020",565,28195
Asia,,"Feb 7, 2020",638,31367
Asia,,"Feb 8, 2020",724,34800
Asia,,"Feb 9, 2020",813,37418
Asia,,"Feb 10, 2020",910,40399
Asia,,"Feb 11, 2020",1018,42894
Asia,,"Feb 12, 2020",1115,44925
Asia,,"Feb 13, 2020",1370,60074
Asia,,"Feb 14, 2020",1383,64240
Asia,,"Feb 15, 2020",1526,66798
Asia,,"Feb 16, 2020",1668,68826
Asia,,"Feb 17, 2020",1774,70892
